arousal,valence,dominance
0.08675727,0.07642359,0.014780546
0.06694102,0.07774386,0.0135386195
0.046579875,0.07874079,0.010577644
0.03435312,0.07781586,-0.002030355
0.036584966,0.093093865,-0.02272201
0.03514246,0.10529958,-0.030444589
0.032009732,0.11644101,-0.02759517
0.027242387,0.12453663,-0.021838998
0.024265192,0.12457652,-0.027084935
0.025123484,0.13114437,-0.033606153
0.042559505,0.13134319,-0.044254813
0.06463545,0.12286518,-0.056310765
0.06628173,0.1178166,-0.049852636
0.05532582,0.11097034,-0.039044984
0.03606642,0.101740785,-0.02860163
0.012708824,0.091032535,-0.02141556
-0.0006023543,0.09259199,-0.0074134143
-0.004294511,0.10761113,-0.009647163
0.011327406,0.13506524,-0.021788426
0.043475434,0.13518539,-0.04339993
0.05491828,0.13311726,-0.037655376
0.051336844,0.12466004,-0.028003218
0.04006114,0.112873614,-0.016632166
0.02359736,0.09882498,-0.004106188
0.0072706435,0.08355906,0.009857578
0.01585269,0.065606095,0.03520444
0.041897267,0.061753124,0.055880044
0.07400486,0.06776521,0.06644106
0.096178785,0.078689545,0.05606646
0.108812444,0.09588359,0.03464236
0.12503105,0.11626078,0.01039733
0.13099799,0.13742726,-0.013317441
0.13299967,0.15709634,-0.036388583
0.13237672,0.1681515,-0.055984095
0.1306059,0.18096426,-0.06555023
0.13550635,0.19026464,-0.06474184
0.14765172,0.19700682,-0.068634346
0.1446494,0.20173618,-0.07019982
0.13029972,0.19860488,-0.071150854
0.12057046,0.19668312,-0.076788254
0.11527958,0.18655998,-0.07227915
0.118484125,0.19222389,-0.066522196
0.12066782,0.20367673,-0.058837302
0.12465662,0.21196625,-0.05381849
0.1315095,0.21848015,-0.051410332
0.13797987,0.22880471,-0.059113003
0.1467559,0.23819959,-0.0726149
0.14647709,0.23478904,-0.06970262
0.13535777,0.22398922,-0.06261603
0.120489314,0.20990585,-0.062426776
0.10555304,0.19773616,-0.059645794
0.09189976,0.18195401,-0.06348257
0.0775635,0.16684772,-0.065156244
0.067962445,0.15435772,-0.062186845
0.06527084,0.14887051,-0.05148967
0.08231038,0.14742287,-0.047441717
0.0916668,0.15371032,-0.067686796
0.093657255,0.15853782,-0.061543092
0.08712235,0.15971594,-0.053100806
0.08405372,0.16347404,-0.05144977
0.07967214,0.16618802,-0.041127887
0.07484469,0.1672476,-0.03256454
0.06839911,0.166544,-0.024772376
0.060900133,0.16754998,-0.022378715
0.053621374,0.17445913,-0.029319163
0.05793688,0.1844504,-0.05011149
0.065261945,0.1925143,-0.06780659
0.06305039,0.1867358,-0.070927344
0.053610526,0.17455064,-0.06439079
0.03939532,0.15879837,-0.055466816
0.022370465,0.13928261,-0.048116688
0.0033621062,0.11764791,-0.041454602
-0.0034452456,0.09978373,-0.040912822
0.006361106,0.09295529,-0.0507591
0.019006466,0.09382813,-0.06618953
0.039925545,0.10014537,-0.087958485
0.061388545,0.10518332,-0.11701338
0.07556401,0.103178635,-0.14753045
0.07995127,0.09378483,-0.17898983
0.08052775,0.084429696,-0.20745687
0.077546276,0.07804872,-0.22949359
0.07164689,0.07317442,-0.24412265
0.06689214,0.072952196,-0.2580176
0.059517875,0.0791926,-0.27500567
0.05518435,0.095615774,-0.29511958
0.055767667,0.11678699,-0.2769706
0.052426707,0.1283542,-0.2760422
0.059309967,0.138837,-0.28156
0.063945405,0.14769804,-0.28873715
0.0661998,0.1497445,-0.26895708
0.056593705,0.14297435,-0.26742777
0.050508942,0.1407406,-0.27785826
0.041163683,0.1365145,-0.285353
0.03393864,0.13283692,-0.2897973
0.033517107,0.13403346,-0.2811694
0.046521157,0.137782,-0.26574162
0.06142734,0.14842777,-0.2593113
0.07219945,0.15293369,-0.22467509
0.07066879,0.1501397,-0.18846649
0.06316305,0.14426643,-0.15582347
0.05228584,0.13802668,-0.13189182
0.039411247,0.12857623,-0.11657451
0.038057316,0.12091583,-0.115149125
0.05222068,0.1086399,-0.113174684
0.057966247,0.10682146,-0.12964253
0.07072722,0.1066937,-0.15278208
0.087012485,0.112497404,-0.1754843
0.10500586,0.120507084,-0.19224942
0.12327969,0.12151714,-0.19830266
0.15208615,0.11861415,-0.19670746
0.16842212,0.11000019,-0.20503694
0.17935874,0.10277373,-0.20036203
0.17764133,0.10035,-0.19216734
0.18891464,0.097060606,-0.17814457
0.19773561,0.101865515,-0.16586131
0.20582314,0.10245591,-0.1484413
0.21219935,0.10232314,-0.13276777
0.21539512,0.11164791,-0.13198677
0.20687187,0.11325773,-0.11687847
0.18294564,0.11167547,-0.096077695
0.15504627,0.10783815,-0.07659889
0.12847044,0.102924004,-0.06049308
0.10646865,0.09663063,-0.0480271
0.091363125,0.088758424,-0.039664242
0.09439437,0.07609266,-0.03343189
0.093477346,0.05978693,-0.035146113
0.08718876,0.042966582,-0.044709668
0.07216459,0.03262616,-0.06022086
0.054435927,0.029224733,-0.080124766
0.04433615,0.030033702,-0.10514635
0.05423327,0.039603293,-0.12470579
0.058606084,0.053359993,-0.11007079
0.058102205,0.057976514,-0.090696454
0.05026683,0.059795883,-0.07093001
0.04589655,0.05117396,-0.059708185
0.052737053,0.047377385,-0.047292557
0.07308705,0.036977097,-0.03725217
0.08212626,0.03362914,-0.02745171
0.07902803,0.0349815,-0.016961696
0.0689446,0.037477605,-0.007294001
0.054279704,0.04008378,0.0002776659
0.03628279,0.041691475,0.005948034
0.033763118,0.041915767,0.009958223
0.040029496,0.047820408,0.011420936
0.0470065,0.05663562,0.0092616165
0.054816153,0.06506275,0.007345318
0.056819133,0.078959286,0.009199289
0.06033258,0.087789595,0.0039417325
0.061763488,0.086633965,0.008557184
0.059548143,0.07986043,0.01527508
0.054249234,0.07140697,0.027214745
0.045155335,0.058889132,0.042347483
0.02783061,0.047311854,0.058487266
0.010389703,0.018479623,0.08342497
0.0040028486,0.0016976157,0.10062938
0.0037545755,0.00069562724,0.10599722
0.006015609,0.0050204042,0.10319883
0.014808483,0.015856044,0.09785033
0.043055233,0.025729686,0.08135412
0.0890207,0.01070611,0.061275486
0.12012166,-0.008184484,0.062324964
0.13882159,-0.020701798,0.06759958
0.14207284,-0.015570072,0.064103216
0.12909743,-0.009230955,0.06653325
0.108355016,-0.00497441,0.07289853
0.107242234,-0.0010439097,0.09118736
0.11480315,0.019543884,0.104839236
0.13253763,0.04408147,0.10748515
0.15039815,0.06889142,0.09427817
0.1532349,0.0860704,0.07975708
0.14006147,0.09876663,0.06866676
0.12261615,0.10891504,0.05965197
0.123938836,0.12753412,0.048290573
0.1185354,0.13595538,0.032042205
0.10386856,0.13911481,0.023438167
0.085225046,0.13954341,0.017272595
0.06605482,0.13798803,0.011171583
0.06532457,0.13825575,-0.007619464
0.078636706,0.12915678,-0.02909464
0.07545573,0.12329197,-0.031925004
0.058664568,0.10832243,-0.02847427
0.038184572,0.0855943,-0.026920272
0.027538182,0.06971188,-0.013386095
0.025524078,0.07134157,-0.005011885
0.03825994,0.08905583,-0.010298919
0.060395397,0.10319216,-0.034832954
0.068270594,0.10557522,-0.03616465
0.060362905,0.098145306,-0.030706678
0.042451195,0.081809506,-0.023663081
0.034871608,0.049065135,-0.0172313
0.046093486,0.042611867,-0.02070149
0.06868479,0.05715873,-0.04076759
0.092004895,0.08376102,-0.073934555
0.11041403,0.11621168,-0.10489376
0.12596747,0.1497114,-0.11951481
0.13941084,0.17279708,-0.122750595
0.15022436,0.18341964,-0.11864757
0.15100254,0.18707404,-0.11043304
0.14750239,0.18247567,-0.092611745
0.1352097,0.17658842,-0.07630768
0.11745092,0.16871187,-0.062217325
0.097462535,0.15839127,-0.05306101
0.07710294,0.1460674,-0.047093224
0.07477545,0.13864854,-0.04191226
0.08704679,0.1405575,-0.040527865
0.104784936,0.14746521,-0.04652249
0.12521663,0.15480252,-0.05978091
0.13573115,0.16518807,-0.079675615
0.13567527,0.17702982,-0.0998004
0.14220819,0.18560728,-0.115331694
0.1538884,0.19203553,-0.12584585
0.14713232,0.19800638,-0.12087166
0.1296494,0.19514073,-0.104309864
0.10799899,0.18661445,-0.088362284
0.08828627,0.17326772,-0.07601218
0.071113385,0.15919587,-0.06255461
0.05595591,0.14592081,-0.051666074
0.039074592,0.13614239,-0.04062764
0.021089703,0.12613723,-0.03353472
0.0027076667,0.114875846,-0.028917754
-0.018450757,0.10327638,-0.022524074
-0.022527505,0.09232831,-0.011810958
-0.020905316,0.086605966,-0.015499704
-0.019884687,0.084827915,-0.02887959
-0.02037837,0.086388215,-0.039497323
-0.024473635,0.09417582,-0.04586415
-0.026360363,0.09420386,-0.05601519
-0.033470564,0.09389804,-0.06087175
-0.025366178,0.09490632,-0.05287529
-0.020756954,0.0907792,-0.03950564
-0.013269158,0.08136525,-0.0307333
-0.009851975,0.07518248,-0.014522514
-0.014393862,0.069334954,0.0036421726
-0.023239257,0.046036698,0.028812233
-0.021620473,0.038293906,0.043581598
-0.01385241,0.043297503,0.04259762
0.005772002,0.055828184,0.031806465
0.022712713,0.062545866,0.020806607
0.029525531,0.065182045,0.01620173
0.026368877,0.06690215,0.01810619
0.040015776,0.0629595,0.018600618
0.04478892,0.06060288,0.013267394
0.041101813,0.06102521,0.012713071
0.032041837,0.06251704,0.013388059
0.021259118,0.06614084,0.014738809
0.033820204,0.08056036,0.02362451
0.03636022,0.08566731,0.018503614
